"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"C22orf46","Previous symbol","C22orf46P","chromosome 22 open reading frame 46, pseudogene","HGNC:26294","22q13.2"
"C2orf27B","Previous symbol","CDRT15P3","CDRT15 pseudogene 3","HGNC:33824","2q21.2"
"C2orf40","Previous symbol","ECRG4","ECRG4 augurin precursor","HGNC:24642","2q12.2"
"C2orf44","Previous symbol","WDCP","WD repeat and coiled coil containing","HGNC:26157","2p23.3"
"C2orf47","Previous symbol","MAIP1","matrix AAA peptidase interacting protein 1","HGNC:26198","2q33.1"
"C2orf48","Previous symbol","RRM2","ribonucleotide reductase regulatory subunit M2","HGNC:10452","2p25.1"
"C2orf54","Previous symbol","MAB21L4","mab-21 like 4","HGNC:26216","2q37.3"
"C2orf57","Previous symbol","TEX44","testis expressed 44","HGNC:28563","2q37.1"
"C2orf61","Previous symbol","STPG4","sperm-tail PG-rich repeat containing 4","HGNC:26850","2p21"
"C2orf70","Previous symbol","CIMIP2C","ciliary microtubule inner protein 2C","HGNC:27938","2p23.3"
"C2orf71","Previous symbol","PCARE","photoreceptor cilium actin regulator","HGNC:34383","2p23.2"
"C2orf82","Previous symbol","SNORC","secondary ossification center associated regulator of chondrocyte maturation","HGNC:33763","2q37.1"
"C2orf91","Previous symbol","LINC02898","long intergenic non-protein coding RNA 2898","HGNC:42966","2p21"
"C3orf14","Previous symbol","CEP15","centrosomal protein 15","HGNC:25024","3p14.2"
"C3orf17","Previous symbol","NEPRO","nucleolus and neural progenitor protein","HGNC:24496","3q13.2"
"C3orf30","Previous symbol","TEX55","testis expressed 55","HGNC:26553","3q13.32"
"C3orf35","Previous symbol","APRG1","APRG1 tumor suppressor candidate","HGNC:24082","3p22.2"
"C3orf56","Previous symbol","PRR23E","PRR23 family member E","HGNC:32481","3q21.3"
"C3orf58","Previous symbol","DIPK2A","divergent protein kinase domain 2A","HGNC:28490","3q24"
"C3orf67","Previous symbol","CFAP20DC","CFAP20 domain containing","HGNC:24763","3p14.2"
"C3orf67-AS1","Previous symbol","CFAP20DC-AS1","CFAP20DC antisense RNA 1","HGNC:41063","3p14.2"
"C3orf79","Previous symbol","LINC02877","long intergenic non-protein coding RNA 2877","HGNC:37259","3q25.2"
"C4orf22","Previous symbol","CFAP299","cilia and flagella associated protein 299","HGNC:28554","4q21.21"
"C4orf26","Previous symbol","ODAPH","odontogenesis associated phosphoprotein","HGNC:26300","4q21.1"
"C4orf27","Previous symbol","HPF1","histone PARylation factor 1","HGNC:26051","4q33"
"C4orf29","Previous symbol","ABHD18","abhydrolase domain containing 18","HGNC:26111","4q28.2"
"C4orf32","Previous symbol","FAM241A","family with sequence similarity 241 member A","HGNC:26813","4q25"
"C4orf45","Previous symbol","SPMIP2","sperm microtubule inner protein 2","HGNC:26342","4q32.1"
"C4orf47","Previous symbol","CFAP96","cilia and flagella associated protein 96","HGNC:34346","4q35.1"
"C5orf17","Previous symbol","LINC02899","long intergenic non-protein coding RNA 2899","HGNC:26630","5p14.2"
"C5orf28","Previous symbol","TMEM267","transmembrane protein 267","HGNC:26139","5p12"
"C5orf30","Previous symbol","MACIR","macrophage immunometabolism regulator","HGNC:25052","5q21.1"
"C5orf38","Previous symbol","IRX2-DT","IRX2 divergent transcript","HGNC:24226","5p15.33"
"C5orf42","Previous symbol","CPLANE1","ciliogenesis and planar polarity effector complex subunit 1","HGNC:25801","5p13.2"
"C5orf45","Previous symbol","MRNIP","MRN complex interacting protein","HGNC:30817","5q35.3"
"C5orf49","Previous symbol","CFAP90","cilia and flagella associated protein 90","HGNC:27028","5p15.31"
"C5orf51","Previous symbol","RIMOC1","RAB7A interacting MON1-CCZ1 complex subunit 1","HGNC:27750","5p13.1"
"C5orf56","Previous symbol","CARINH","colitis associated IRF1 antisense regulator of intestinal homeostasis","HGNC:33838","5q31.1"
"C5orf66","Previous symbol","PITX1-AS1","PITX1 antisense RNA 1","HGNC:48332","5q31.1"
"C5orf66-AS1","Previous symbol","EPIST","esophagus epithelial intergenic associated transcript","HGNC:49679","5q31.1"
"C5orf66-AS2","Previous symbol","LINC02900","long intergenic non-protein coding RNA 2900","HGNC:27964","5q31.1"
"C6orf1","Previous symbol","SMIM29","small integral membrane protein 29","HGNC:1340","6p21.31"
"C6orf10","Previous symbol","TSBP1","testis expressed basic protein 1","HGNC:13922","6p21.32"
"C6orf106","Previous symbol","ILRUN","inflammation and lipid regulator with UBA-like and NBR1-like domains","HGNC:21215","6p21.31"
"C6orf165","Previous symbol","CFAP206","cilia and flagella associated protein 206","HGNC:21405","6q15"
"C6orf201","Previous symbol","TEX56P","testis expressed 56, pseudogene","HGNC:21620","6p25.2"
"C6orf203","Previous symbol","MTRES1","mitochondrial transcription rescue factor 1","HGNC:17971","6q21"
"C6orf222","Previous symbol","BNIP5","BCL2 interacting protein 5","HGNC:33769","6p21.31"
"C6orf223","Previous symbol","LINC03040","long intergenic non-protein coding RNA 3040","HGNC:28692","6p21.1"
"C6orf229","Previous symbol","ARMH2","armadillo like helical domain containing 2","HGNC:49394","6p22.3"
"C6orf25","Previous symbol","MPIG6B","megakaryocyte and platelet inhibitory receptor G6b","HGNC:13937","6p21.33"
"C6orf48","Previous symbol","SNHG32","small nucleolar RNA host gene 32","HGNC:19078","6p21.33"
"C6orf7","Previous symbol","LINC01621","long intergenic non-protein coding RNA 1621","HGNC:14109","6q14.1"
"C6orf99","Previous symbol","LINC02901","long intergenic non-protein coding RNA 2901","HGNC:21179","6q25.3"
"C7orf13","Previous symbol","RNF32-DT","RNF32 divergent transcript","HGNC:48971","7q36.3"
"C7orf26","Previous symbol","INTS15","integrator complex subunit 15","HGNC:21702","7p22.1"
"C7orf31","Previous symbol","SPMIP4","sperm microtubule inner protein 4","HGNC:21722","7p15.3"
"C7orf34","Previous symbol","LLCFC1","LLLL and CFNLAS motif containing 1","HGNC:21750","7q34"
"C7orf43","Previous symbol","TRAPPC14","trafficking protein particle complex subunit 14","HGNC:25604","7q22.1"
"C7orf49","Previous symbol","CYREN","cell cycle regulator of NHEJ","HGNC:22432","7q33"
"C7orf55","Previous symbol","FMC1","formation of mitochondrial complex V assembly factor 1 homolog","HGNC:26946","7q34"
"C7orf55-LUC7L2","Previous symbol","FMC1-LUC7L2","FMC1-LUC7L2 readthrough","HGNC:44671","7q34"
"C7orf60","Previous symbol","BMT2","base methyltransferase of 25S rRNA 2 homolog","HGNC:26475","7q31.1"
"C7orf61","Previous symbol","SPACDR","sperm acrosome developmental regulator","HGNC:22135","7q22.1"
"C7orf62","Previous symbol","TEX47","testis expressed 47","HGNC:22402","7q21.13"
"C7orf65","Previous symbol","LINC02902","long intergenic non-protein coding RNA 2902","HGNC:34432","7p12.3"
"C7orf66","Previous symbol","LINC02903","long intergenic non-protein coding RNA 2903","HGNC:33712","7q31.1"
"C7orf69","Previous symbol","PKD1L1-AS1","PKD1L1 antisense RNA 1","HGNC:21911","7p12.3"
"C7orf71","Previous symbol","LINC02860","long intergenic non-protein coding RNA 2860","HGNC:22364","7p15.2"
"C7orf72","Previous symbol","SPMIP7","sperm microtubule inner protein 7","HGNC:22564","7p12.2"
"C7orf73","Previous symbol","STMP1","short transmembrane mitochondrial protein 1","HGNC:41909","7q33"
"C7orf76","Previous symbol","SEM1","SEM1 26S proteasome subunit","HGNC:10845","7q21.3"
"C7orf77","Previous symbol","LINC03043","long intergenic non-protein coding RNA 3043","HGNC:51256","7q31.33"
"C8orf22","Previous symbol","PPDPFL","pancreatic progenitor cell differentiation and proliferation factor like","HGNC:31745","8q11.21"
"C8orf31","Previous symbol","LY6S-AS1","LY6S antisense RNA 1","HGNC:26731","8q24.3"
"C8orf37","Previous symbol","CFAP418","cilia and flagella associated protein 418","HGNC:27232","8q22.1"
"C8orf37-AS1","Previous symbol","CFAP418-AS1","CFAP418 antisense RNA 1","HGNC:50444","8q22.1"
"C8orf4","Previous symbol","TCIM","transcriptional and immune response regulator","HGNC:1357","8p11.21"
"C8orf46","Previous symbol","VXN","vexin","HGNC:28498","8q13.1"
"C8orf49","Previous symbol","LINC02905","long intergenic non-protein coding RNA 2905","HGNC:32200","8p23.1"
"C8orf59","Previous symbol","RBIS","ribosomal biogenesis factor","HGNC:32235","8q21.2"
"C8orf86","Previous symbol","LINC03042","long intergenic non-protein coding RNA 3042","HGNC:33774","8p11.22"
"C8orf87","Previous symbol","LINC02906","long intergenic non-protein coding RNA 2906","HGNC:42974","8q22.1"
"C9orf106","Previous symbol","LINC02913","long intergenic non-protein coding RNA 2913","HGNC:31370","9q34.11"
"C9orf114","Previous symbol","SPOUT1","SPOUT domain containing methyltransferase 1","HGNC:26933","9q34.11"
"C9orf116","Previous symbol","PIERCE1","piercer of microtubule wall 1","HGNC:28435","9q34.3"
"C9orf117","Previous symbol","CFAP157","cilia and flagella associated protein 157","HGNC:27843","9q34.11"
"C9orf129","Previous symbol","FAM120A2P","family with sequence similarity 120A2, pseudogene","HGNC:31116","9q22.31"
"C9orf135","Previous symbol","CFAP95","cilia and flagella associated protein 95","HGNC:31422","9q21.12"
"C9orf135-AS1","Previous symbol","CFAP95-DT","CFAP95 divergent transcript","HGNC:48713","9q21.12"
"C9orf139","Previous symbol","LINC02908","long intergenic non-protein coding RNA 2908","HGNC:31426","9q34.3"
"C9orf142","Previous symbol","PAXX","PAXX non-homologous end joining factor","HGNC:27849","9q34.3"
"C9orf156","Previous symbol","TRMO","tRNA methyltransferase O","HGNC:30967","9q22.33"
"C9orf16","Previous symbol","BBLN","bublin coiled coil protein","HGNC:17823","9q34.11"
"C9orf170","Previous symbol","LINC02872","long intergenic non-protein coding RNA 2872","HGNC:33817","9q21.33"
"C9orf171","Previous symbol","CFAP77","cilia and flagella associated protein 77","HGNC:33776","9q34.13"
"C9orf172","Previous symbol","AJM1","apical junction component 1 homolog","HGNC:37284","9q34.3"
"C9orf173","Previous symbol","STPG3","sperm-tail PG-rich repeat containing 3","HGNC:37285","9q34.3"
"C9orf173-AS1","Previous symbol","STPG3-AS1","STPG3 antisense RNA 1","HGNC:51176","9q34.3"
"C9orf24","Previous symbol","SPMIP6","sperm microtubule inner protein 6","HGNC:19919","9p13.3"
"C9orf3","Previous symbol","AOPEP","aminopeptidase O (putative)","HGNC:1361","9q22.32"
"C9orf41-AS1","Previous symbol","CARNMT1-AS1","CARNMT1 antisense RNA 1","HGNC:51188","9q21.13"
"C9orf47","Previous symbol","S1PR3","sphingosine-1-phosphate receptor 3","HGNC:3167","9q22.1"
"C9orf62","Previous symbol","LINC02907","long intergenic non-protein coding RNA 2907","HGNC:28581","9q34.3"
"C9orf64","Previous symbol","QNG1","Q-nucleotide N-glycosylase 1","HGNC:28144","9q21.32"
"C9orf66","Previous symbol","DOCK8-AS1","DOCK8 antisense RNA 1","HGNC:26436","9p24.3"
"C9orf69","Previous symbol","TMEM250","transmembrane protein 250","HGNC:31009","9q34.3"
"C9orf84","Previous symbol","SHOC1","shortage in chiasmata 1","HGNC:26535","9q31.3"
"C9orf89","Previous symbol","CARD19","caspase recruitment domain family member 19","HGNC:28148","9q22.31"
"C9orf9","Previous symbol","SPACA9","sperm acrosome associated 9","HGNC:1367","9q34.13"
"C9orf91","Previous symbol","TMEM268","transmembrane protein 268","HGNC:24513","9q32"
"C9orf92","Previous symbol","LINC03041","long intergenic non-protein coding RNA 3041","HGNC:19054","9p22.3"
"CACNA1C-IT2","Previous symbol","CACNA1C","calcium voltage-gated channel subunit alpha1 C","HGNC:1390","12p13.33"
"CAND1.11","Unmatched","","","",""
"CAPN10-AS1","Previous symbol","CAPN10-DT","CAPN10 divergent transcript","HGNC:48839","2q37.3"
"CARD17","Previous symbol","CARD17P","caspase recruitment domain family member 17, pseudogene","HGNC:33827","11q22.3"
"CARKD","Previous symbol","NAXD","NAD(P)HX dehydratase","HGNC:25576","13q34"
"CARS","Previous symbol","CARS1","cysteinyl-tRNA synthetase 1","HGNC:1493","11p15.4"
"CASC1","Previous symbol","DNAI7","dynein axonemal intermediate chain 7","HGNC:29599","12p12.1"
"CASC10","Previous symbol","MIR1915HG","MIR1915 host gene","HGNC:31448","10p12.31"
"CASC21","Approved symbol","CASC21","cancer susceptibility 21","HGNC:49836","8q24.21"
"CASC4","Previous symbol","GOLM2","golgi membrane protein 2","HGNC:24892","15q15.3"
"CASC5","Previous symbol","KNL1","kinetochore scaffold 1","HGNC:24054","15q15.1"
"CBWD1","Previous symbol","ZNG1A","Zn regulated GTPase metalloprotein activator 1A","HGNC:17134","9p24.3"
"CBWD2","Previous symbol","ZNG1B","Zn regulated GTPase metalloprotein activator 1B","HGNC:17907","2q14.1"
"CBWD3","Previous symbol","ZNG1C","Zn regulated GTPase metalloprotein activator 1C","HGNC:18519","9q21.11"
"CBWD5","Previous symbol","ZNG1E","Zn regulated GTPase metalloprotein activator 1E","HGNC:24584","9q21.11"
"CBWD6","Previous symbol","ZNG1F","Zn regulated GTPase metalloprotein activator 1F","HGNC:31978","9p11.2"
"CCAT1","Approved symbol","CCAT1","colon cancer associated transcript 1","HGNC:45128","8q24.21"
"CCBL1","Previous symbol","KYAT1","kynurenine aminotransferase 1","HGNC:1564","9q34.11"
"CCBL2","Previous symbol","KYAT3","kynurenine aminotransferase 3","HGNC:33238","1p22.2"
"CCDC101","Previous symbol","SGF29","SAGA complex associated factor 29","HGNC:25156","16p11.2"
"CCDC105","Previous symbol","TEKTL1","tektin like 1","HGNC:26866","19p13.12"
"CCDC108","Previous symbol","CFAP65","cilia and flagella associated protein 65","HGNC:25325","2q35"
"CCDC109B","Previous symbol","MCUB","mitochondrial calcium uniporter dominant negative subunit beta","HGNC:26076","4q25"
"CCDC114","Previous symbol","ODAD1","outer dynein arm docking complex subunit 1","HGNC:26560","19q13.33"
"CCDC129","Previous symbol","ITPRID1","ITPR interacting domain containing 1","HGNC:27363","7p14.3"
"CCDC130","Previous symbol","YJU2B","YJU2 splicing factor homolog B","HGNC:28118","19p13.13"
"CCDC144B","Previous symbol","CCDC144BP","coiled-coil domain containing 144B, pseudogene","HGNC:26704","17p11.2"
"CCDC151","Previous symbol","ODAD3","outer dynein arm docking complex subunit 3","HGNC:28303","19p13.2"
"CCDC155","Previous symbol","KASH5","KASH domain containing 5","HGNC:26520","19q13.33"
"CCDC163P","Previous symbol","CCDC163","CCDC163 homolog","HGNC:27003","1p34.1"
"CCDC173","Previous symbol","CFAP210","cilia and flagella associated protein 210","HGNC:25064","2q31.1"
"CCDC176","Previous symbol","BBOF1","basal body orientation factor 1","HGNC:19855","14q24.3"
"CCDC36","Previous symbol","IHO1","interactor of HORMAD1 1","HGNC:27945","3p21.31"
"CCDC37","Previous symbol","CFAP100","cilia and flagella associated protein 100","HGNC:26842","3q21.3"
"CCDC37-AS1","Previous symbol","CFAP100-DT","CFAP100 divergent transcript","HGNC:49641","3q21.3"
"CCDC42B","Previous symbol","CFAP73","cilia and flagella associated protein 73","HGNC:37100","12q24.13"
"CCDC53","Previous symbol","WASHC3","WASH complex subunit 3","HGNC:24256","12q23.2"
"CCDC58","Previous symbol","MIX23","mitochondrial matrix import factor 23","HGNC:31136","3q21.1"
"CCDC64","Previous symbol","BICDL1","BICD family like cargo adaptor 1","HGNC:28095","12q24.23"
"CCDC64B","Previous symbol","BICDL2","BICD family like cargo adaptor 2","HGNC:33584","16p13.3"
"CCDC67","Previous symbol","DEUP1","deuterosome assembly protein 1","HGNC:26344","11q21"
"CCDC79","Previous symbol","TERB1","telomere repeat binding bouquet formation protein 1","HGNC:26675","16q22.1"
"CCDC84","Previous symbol","CENATAC","centrosomal AT-AC splicing factor","HGNC:30460","11q23.3"
"CCDC94","Previous symbol","YJU2","YJU2 splicing factor homolog","HGNC:25518","19p13.3"
"CCHE1","Alias symbol","CCEPR","cervical carcinoma expressed PCNA regulatory lncRNA","HGNC:51693","10q21.1"
"CCL3L1","Approved symbol","CCL3L1","C-C motif chemokine ligand 3 like 1","HGNC:10628","17q12 alternate reference locus"
"CCL4L1","Approved symbol","CCL4L1","C-C motif chemokine ligand 4 like 1","HGNC:10631","17q12 alternate reference locus"
"CD3EAP","Previous symbol","POLR1G","RNA polymerase I subunit G","HGNC:24219","19q13.32"
"CDC37L1-AS1","Previous symbol","CDC37L1-DT","CDC37L1 divergent transcript","HGNC:49735","9p24.1"
"CDIPT-AS1","Previous symbol","CDIPTOSP","CDIP transferase opposite strand, pseudogene","HGNC:48609","16p11.2"
"CDKN2A-AS1","Approved symbol","CDKN2A-AS1","CDKN2A antisense RNA 1","HGNC:23831","9p21.3"
"CDRT1","Previous symbol","FBXW10B","F-box and WD repeat domain containing 10B","HGNC:14379","17p12"
"CEBPA-AS1","Previous symbol","CEBPA-DT","CEBPA divergent transcript","HGNC:25710","19q13.11"
"CECR1","Previous symbol","ADA2","adenosine deaminase 2","HGNC:1839","22q11.1"
"CECR5","Previous symbol","HDHD5","haloacid dehalogenase like hydrolase domain containing 5","HGNC:1843","22q11.1"
"CECR5-AS1","Previous symbol","HDHD5-AS1","HDHD5 antisense RNA 1","HGNC:1842","22q11.1"
"CECR6","Previous symbol","TMEM121B","transmembrane protein 121B","HGNC:1844","22q11.1"
"CELSR3-AS1","Previous symbol","LINC02585","long intergenic non-protein coding RNA 2585","HGNC:50302","3p21.31"
"CENPBD1","Previous symbol","CENPBD1P","CENPB DNA-binding domain containing 1, pseudogene","HGNC:28272","16q24.3"
"CENPBD1P1","Previous symbol","CENPBD2P","CENPB DNA-binding domains containing 2, pseudogene","HGNC:28421","19q13.43"
"CENPVP1","Previous symbol","CENPVL1","centromere protein V like 1","HGNC:31851","Xp11.22"
"CENPVP2","Previous symbol","CENPVL2","centromere protein V like 2","HGNC:43879","Xp11.22"
"CEP83-AS1","Previous symbol","CEP83-DT","CEP83 divergent transcript","HGNC:27055","12q22"
"CFAP58-AS1","Previous symbol","CFAP58-DT","CFAP58 divergent transcript","HGNC:45243","10q25.1"
"CGB","Previous symbol","CGB3","chorionic gonadotropin subunit beta 3","HGNC:1886","19q13.33"
"CH17-340M24.3","Unmatched","","","",""
"CH17-360D5.1","Alias symbol","NPY4R2","neuropeptide Y receptor Y4-2","HGNC:52383","10q11.22"
"CH17-408M7.1","Unmatched","","","",""
"CHKB-AS1","Previous symbol","CHKB-DT","CHKB divergent transcript","HGNC:40146","22q13.33"
"CIDECP","Previous symbol","CIDECP1","CIDEC pseudogene 1","HGNC:24230","3p25.3"
"CIRH1A","Previous symbol","UTP4","UTP4 small subunit processome component","HGNC:1983","16q22.1"
"CLECL1","Previous symbol","CLECL1P","C-type lectin like 1, pseudogene","HGNC:24462","12p13.31"
"CLLU1OS","Previous symbol","CLLU1-AS1","CLLU1 antisense RNA 1","HGNC:24070","12q22"
"CNTD2","Previous symbol","CCNP","cyclin P","HGNC:25805","19q13.2"
"COL4A3BP","Previous symbol","CERT1","ceramide transporter 1","HGNC:2205","5q13.3"
"COLCA2","Previous symbol","POU2AF3","POU class 2 homeobox associating factor 3","HGNC:26978","11q23.1"
"COX10-AS1","Previous symbol","COX10-DT","COX10 divergent transcript","HGNC:38873","17p12"
"CPEB2-AS1","Previous symbol","CPEB2-DT","CPEB2 divergent transcript","HGNC:49082","4p15.33-p15.32"
